acousticness;danceability;duration_ms;energy;explicit;liveness;loudness;mode;popularity;tempo;valence;year
0.0847;0.574;183240;0.891;0;0.16;-3.665;0;90;100.978;0.707;2020
0.819;0.854;197587;0.525;0;0.146;-4.426;1;86;97.054;0.63;2020
0.505;0.693;221187;0.549;0;0.324;-6.098;1;80;139.988;0.473;2020
0.0509;0.795;201010;0.642;0;0.17;-4.431;1;77;97.999;0.669;2020
0.451;0.636;151506;0.656;1;0.287;-5.542;0;80;171.918;0.439;2020
0.0684;0.72;187436;0.706;0;0.166;-4.719;1;82;133.002;0.62;2020
0.159;0.783;230399;0.586;1;0.389;-8.068;0;77;177.024;0.312;2020
0.185;0.866;161668;0.563;1;0.0889;-6.964;0;82;127.954;0.307;2020
0.252;0.739;158466;0.616;1;0.101;-6.963;0;76;91.071;0.654;2020
0.036;0.557;196907;0.585;0;0.176;-6.201;1;76;63.392;0.305;2020
0.527;0.451;198371;0.462;0;0.303;-8.962;1;77;89.174;0.533;2020
0.0882;0.659;180520;0.701;0;0.0866;-4.107;1;90;91.97;0.623;2020
0.00187;0.581;213572;0.674;0;0.128;-7.09;1;76;143.005;0.488;2020
0.344;0.58;199549;0.586;0;0.0755;-6.883;1;80;147.988;0.507;2020
0.0969;0.688;284480;0.716;1;0.0989;-5.702;1;76;116.912;0.373;2020
0.00163;0.662;181673;0.858;1;0.0456;-4.844;1;77;133.993;0.295;2017
0.111;0.863;260545;0.669;1;0.0569;-5.952;0;82;164.062;0.947;2017
0.282;0.729;194182;0.928;0;0.12;-4.279;1;76;109.996;0.322;2017
0.0119;0.781;213309;0.768;0;0.325;-5.991;1;79;123.07;0.486;2018
0.299;0.553;210200;0.502;0;0.764;-5.972;1;79;129.976;0.296;2018
0.217;0.777;175733;0.712;0;0.091;-4.84;1;78;95.692;0.68;2019
0.0122;0.697;213880;0.874;0;0.627;-2.15;0;76;132.022;0.775;2019
0.39;0.882;161627;0.689;0;0.0501;-4.027;1;78;97.963;0.746;2019
0.156;0.759;158900;0.605;0;0.694;-7.737;1;77;121.049;0.64;2019
0.198;0.655;229360;0.797;0;0.067;-4.787;1;78;177.928;0.839;2019
0.124;0.64;197867;0.647;0;0.0801;-8.114;0;76;92.979;0.546;2019
0.11;0.883;226533;0.668;0;0.0734;-2.957;1;80;87.972;0.676;2019
0.0902;0.798;219947;0.676;0;0.0894;-5.041;1;77;101.956;0.843;2019
0.11;0.737;193227;0.86;0;0.0574;-2.652;0;80;93.989;0.656;2019
0.823;0.296;212720;0.351;0;0.11;-9.538;1;76;177.596;0.19;2019
0.0404;0.677;152913;0.744;0;0.074;-6.806;0;81;124.08;0.631;2019
0.179;0.661;163805;0.723;1;0.14;-6.976;0;77;113.778;0.316;2019
0.0296;0.709;206867;0.959;0;0.107;-1.339;1;76;128.983;0.644;2019
0.0837;0.639;173124;0.546;0;0.122;-5.382;1;78;122.179;0.149;2020
0.106;0.819;133018;0.819;1;0.108;-5.531;0;76;160.005;0.736;2020
0.217;0.806;178157;0.513;0;0.217;-6.208;1;82;124.988;0.503;2020
0.167;0.824;187427;0.457;0;0.041;-5.428;1;90;87.977;0.95;2020
0.125;0.548;127547;0.732;1;0.269;-5.652;0;80;142.791;0.612;2020
0.427;0.665;216747;0.697;0;0.599;-4.819;0;85;94.053;0.556;2020
0.166;0.716;165199;0.522;0;0.113;-6.834;1;78;76.993;0.224;2020
0.176;0.599;162583;0.733;0;0.242;-7.058;1;79;102.211;0.534;2020
0.0907;0.905;155825;0.686;0;0.266;-3.152;1;89;103.013;0.963;2020
0.0247;0.798;156960;0.828;0;0.121;-5.36;1;81;124.962;0.6;2020
0.169;0.86;175918;0.791;0;0.106;-4.784;1;80;92.023;0.887;2020
0.308;0.804;159293;0.323;0;0.15;-11.127;0;77;87.019;0.456;2020
0.464;0.691;246000;0.765;1;0.203;-4.727;1;82;174.021;0.855;2020
0.00509;0.803;213308;0.759;1;0.0921;-4.692;0;78;104;0.284;2020
0.917;0.38;242265;0.219;0;0.0827;-13.273;0;80;73.537;0.0517;2020
0.487;0.862;198707;0.72;0;0.0604;-4.048;1;89;129.972;0.965;2020
0.3;0.815;345241;0.715;1;0.091;-4.65;0;83;176.007;0.786;2020
0.0318;0.619;154747;0.771;0;0.114;-2.204;1;77;81.966;0.704;2020
0.393;0.747;228453;0.494;0;0.0982;-7.957;0;76;76.006;0.624;2020
0.176;0.823;231595;0.537;1;0.123;-2.639;1;89;175.946;0.615;2020
0.00657;0.695;199120;0.583;0;0.104;-6.575;0;79;152.001;0.382;2020
0.454;0.746;172245;0.611;0;0.133;-7.034;0;78;149.967;0.411;2020
0.0301;0.443;193090;0.582;0;0.127;-6.02;1;79;147.589;0.239;2020
0.061;0.74;135581;0.688;0;0.138;-4.361;0;76;115.035;0.935;2020
0.00161;0.699;223280;0.805;0;0.249;-5.535;0;79;109.976;0.232;2020
0.0222;0.781;180221;0.762;0;0.121;-5.188;0;78;110.042;0.86;2020
0.0593;0.64;178994;0.392;0;0.0839;-7.246;0;82;145.838;0.502;2020
0.422;0.691;248345;0.739;0;0.11;-3.09;0;88;83.897;0.884;2020
0.286;0.504;190218;0.76;1;0.151;-4.246;1;87;183.933;0.64;2020
0.495;0.599;198515;0.374;1;0.221;-8.896;1;77;119.9;0.224;2020
0.289;0.83;247059;0.49;1;0.113;-8.82;0;78;81.604;0.845;2020
0.0151;0.674;174864;0.807;1;0.584;-3.961;1;76;140.056;0.163;2020
0.185;0.783;199112;0.727;0;0.0626;-3.454;0;87;180.067;0.558;2020
0.094;0.716;200571;0.946;1;0.0825;-3.412;1;76;139.943;0.587;2018
0.00481;0.734;222732;0.855;0;0.123;-3.211;1;76;126.035;0.422;2018
0.0281;0.468;212107;0.627;0;0.11;-5.085;1;79;179.642;0.159;2018
0.747;0.73;147800;0.439;0;0.0988;-9.864;0;76;130.09;0.615;2020
0.192;0.776;129371;0.509;0;0.115;-6.266;0;81;94.634;0.485;2020
0.2;0.43;157673;0.412;0;0.324;-5.372;1;78;90.872;0.0508;2020
0.318;0.666;185850;0.593;1;0.414;-5.905;1;78;140.013;0.329;2020
0.0398;0.737;175873;0.867;0;0.32;-2.259;0;78;98.05;0.506;2020
0.32;0.754;220051;0.583;0;0.144;-7.34;0;76;122.012;0.77;2020
0.0561;0.587;220141;0.648;0;0.115;-6.927;0;78;144.028;0.281;2020
0.0542;0.702;204168;0.692;0;0.0877;-5.405;1;80;144.896;0.419;2020
0.118;0.583;246381;0.817;0;0.338;-5.146;0;80;105.936;0.438;2020
0.443;0.829;121722;0.255;1;0.0784;-12.624;0;76;118.011;0.517;2020
0.00257;0.66;217088;0.787;0;0.323;-4.592;0;79;142.018;0.199;2020
0.482;0.806;198973;0.558;1;0.0618;-6.46;1;78;95.016;0.678;2020
0.443;0.876;197217;0.312;1;0.247;-10.17;1;76;114.973;0.377;2020
0.00173;0.68;193533;0.825;0;0.27;-4.296;1;78;117.987;0.784;2020
0.162;0.76;157944;0.658;0;0.195;-5.275;1;83;100.202;0.565;2020
0.0799;0.705;207734;0.707;0;0.149;-5.174;1;77;117.974;0.452;2020
0.0105;0.763;211130;0.621;0;0.106;-6.169;0;87;82.042;0.582;2020
0.132;0.55;232496;0.598;1;0.0955;-5.402;0;78;83.836;0.543;2020
0.433;0.619;194000;0.45;0;0.513;-11.965;0;76;179.755;0.41;2020
0.123;0.784;159382;0.43;0;0.0887;-8.756;0;78;127.087;0.236;2020
0.0374;0.785;175813;0.719;0;0.0519;-3.886;1;77;159.953;0.887;2020
0.136;0.442;172693;0.631;0;0.133;-5.096;0;78;139.774;0.129;2020
0.0759;0.612;210795;0.884;1;0.247;-4.113;0;78;178.043;0.679;2020
0.518;0.605;236731;0.8;1;0.0763;-3.018;1;83;92.284;0.732;2020
0.424;0.654;169245;0.596;0;0.11;-4.68;1;77;118.078;0.382;2020
0.44;0.761;238805;0.525;0;0.0921;-6.9;1;76;80.87;0.531;2020
0.00305;0.668;215280;0.798;0;0.277;-5.701;1;78;133.928;0.575;2020
0.197;0.676;218359;0.786;0;0.0943;-4.529;1;83;125.983;0.483;2020
0.161;0.512;367680;0.451;0;0.0672;-7.222;0;76;80.04;0.368;2018
0.27;0.659;164010;0.615;0;0.187;-5.865;0;76;119.843;0.193;2018
0.133;0.816;131607;0.63;1;0.0692;-5.568;1;77;96.493;0.715;2019
0.272;0.802;157202;0.645;0;0.119;-6.181;0;76;100.001;0.376;2019
0.143;0.879;199711;0.703;0;0.0569;-4.219;1;79;94.004;0.788;2019
0.0799;0.603;213707;0.615;0;0.117;-4.931;0;77;158.657;0.561;2019
0.0133;0.49;216123;0.694;0;0.0946;-5.793;0;78;170.903;0.249;2020
0.0611;0.739;139810;0.717;0;0.206;-5.123;1;76;98.047;0.529;2020
0.038;0.64;176854;0.863;0;0.294;-4.002;1;77;81.003;0.725;2020
0.31;0.737;196500;0.766;1;0.114;-4.242;0;77;93.956;0.662;2020
0.447;0.75;209180;0.741;1;0.121;-4.43;1;77;79.968;0.495;2020
0.202;0.659;192347;0.718;0;0.2;-5.607;0;78;136.96;0.297;2020
0.186;0.734;224187;0.775;0;0.123;-3.855;1;85;166.039;0.72;2020
0.0561;0.695;203808;0.884;0;0.213;-2.278;0;79;103.014;0.914;2020
0.0165;0.807;185840;0.656;1;0.0693;-4.395;0;88;83.943;0.89;2020
0.00447;0.447;90960;0.891;0;0.39;-4.776;1;78;143.976;0.517;2020
0.0132;0.521;205208;0.877;0;0.0929;-5.444;1;79;180.007;0.199;2020
0.00575;0.862;186613;0.4;1;0.123;-7.486;1;76;122.963;0.596;2020
0.0137;0.647;193829;0.844;0;0.102;-3.756;1;81;146.967;0.746;2020
0.0224;0.759;214507;0.636;1;0.166;-5.585;1;83;109.976;0.536;2020
0.0288;0.702;285373;0.773;0;0.147;-9.256;0;77;103.564;0.953;2020
0.297;0.752;201661;0.488;1;0.0936;-7.05;1;77;136.041;0.533;2020
0.00962;0.71;209105;0.82;0;0.0871;-4.362;0;77;112.005;0.746;2020
0.0816;0.843;205933;0.836;0;0.0532;-2.474;0;85;94.018;0.65;2020
0.0264;0.611;132303;0.688;1;0.251;-5.688;1;76;178.462;0.393;2020
0.353;0.637;174517;0.418;0;0.131;-7.137;1;79;84.295;0.0807;2020
0.104;0.841;382555;0.674;1;0.131;-5.35;1;83;90.007;0.761;2020
0.194;0.653;210773;0.809;0;0.165;-4.057;1;76;92.213;0.55;2018
0.441;0.817;332240;0.672;1;0.13;-5.612;0;76;93.999;0.774;2019
0.253;0.861;259600;0.678;0;0.106;-4.157;0;80;103.994;0.723;2019
0.139;0.703;146375;0.657;1;0.093;-5.363;1;78;82.96;0.455;2020
0.104;0.612;186480;0.539;0;0.18;-5.071;1;76;79.948;0.294;2020
0.495;0.462;214259;0.339;0;0.0893;-7.943;1;78;92.106;0.149;2020
0.33;0.885;144000;0.685;1;0.148;-6.429;0;76;99.954;0.937;2020
0.285;0.838;275893;0.819;1;0.224;-4.681;0;81;105.027;0.656;2020
0.643;0.599;230880;0.465;0;0.149;-4.95;1;80;113.82;0.0678;2020
0.0232;0.653;199125;0.634;0;0.0908;-5.875;0;76;160.013;0.306;2020
0.46;0.811;190101;0.683;1;0.128;-2.028;0;84;176.037;0.571;2020
0.26;0.903;106000;0.327;1;0.108;-9.727;1;78;100.008;0.274;2020
0.0342;0.79;175813;0.729;0;0.0411;-3.843;1;76;159.989;0.904;2020
0.0581;0.878;202373;0.713;0;0.0822;-4.566;0;85;92.028;0.615;2020
0.0262;0.681;216084;0.783;1;0.206;-4.997;1;76;106.901;0.323;2020
0.0505;0.592;202357;0.885;0;0.0843;-4.944;0;78;98.991;0.731;2020
0.125;0.805;184255;0.562;0;0.148;-3.117;0;81;172.094;0.767;2020
0.0413;0.848;222680;0.637;0;0.0521;-5.132;1;85;96.988;0.698;2020
0.0531;0.728;217547;0.806;0;0.153;-3.766;1;83;168.084;0.698;2020
0.31;0.486;211254;0.567;0;0.0949;-6.456;1;77;93.68;0.154;2020
0.0478;0.658;210520;0.901;0;0.12;-2.814;1;76;93.979;0.708;2019
0.536;0.67;179053;0.668;0;0.133;-4.306;0;79;88.033;0.608;2019
0.18;0.771;289899;0.769;1;0.345;-3.504;0;79;167.969;0.931;2019
0.388;0.504;167373;0.503;0;0.0608;-3.313;1;77;195.593;0.709;2019
0.289;0.714;229827;0.671;0;0.325;-5.119;1;81;169.732;0.641;2019
0.322;0.839;171360;0.667;0;0.244;-3.961;0;81;124.889;0.878;2020
0.0518;0.684;174027;0.808;0;0.0858;-2.737;1;83;173.905;0.712;2020
0.0151;0.642;177440;0.392;0;0.352;-7.846;0;77;138.065;0.0479;2020
0.0412;0.848;176767;0.768;1;0.195;-5.386;0;82;118.961;0.777;2020
0.0387;0.668;172143;0.726;0;0.134;-7.512;1;80;124.075;0.453;2020
0.406;0.682;186878;0.7;0;0.174;-5.591;1;82;120.03;0.637;2020
0.235;0.626;144530;0.726;0;0.304;-5.015;1;76;89.132;0.257;2020
0.366;0.687;210427;0.514;0;0.116;-6.612;0;77;145.921;0.494;2020
0.0225;0.741;144000;0.931;0;0.191;-3.447;0;78;125.011;0.517;2020
0.412;0.712;178000;0.599;1;0.103;-6.342;0;77;179.788;0.588;2020
0.00415;0.712;165704;0.891;0;0.258;-2.76;0;76;126.012;0.735;2020
0.0112;0.624;147071;0.628;0;0.0814;-6.582;0;77;114.556;0.772;2020
0.267;0.85;210607;0.536;1;0.0996;-5.161;1;77;96.029;0.505;2020
0.17;0.631;183090;0.649;0;0.321;-4.939;0;77;108.07;0.459;2020
0.182;0.756;204180;0.83;1;0.227;-5.288;1;81;175.961;0.422;2020
0.0446;0.877;231848;0.777;0;0.0863;-4.246;1;78;102.02;0.706;2018
0.0466;0.742;221176;0.882;0;0.206;-2.862;1;76;102.04;0.463;2018
0.216;0.767;192452;0.643;1;0.0806;-5.225;1;77;169.99;0.536;2019
0.0209;0.509;193798;0.689;0;0.301;-4.929;0;77;170.087;0.297;2019
0.832;0.483;193795;0.361;0;0.098;-7.889;1;76;171.649;0.307;2020
0.0618;0.52;174933;0.915;0;0.0856;-2.862;1;79;90.069;0.5;2020
0.0215;0.676;162600;0.857;0;0.254;-4.368;0;76;149.981;0.717;2020
0.48;0.694;212312;0.796;1;0.108;-4.164;1;78;93.064;0.515;2020
0.239;0.764;198570;0.741;1;0.107;-3.617;1;81;170.081;0.802;2020
0.0229;0.65;225668;0.827;1;0.121;-4.014;1;76;144.995;0.223;2020
0.238;0.658;199027;0.749;0;0.272;-2.967;0;78;128.909;0.442;2020
0.434;0.665;231593;0.94;0;0.0914;-3.606;1;77;93.725;0.752;2020
0.00776;0.689;167922;0.771;0;0.521;-3.618;1;76;157.052;0.482;2020
0.167;0.73;221820;0.729;0;0.349;-3.434;0;76;113.012;0.467;2020
0.982;0.725;195359;0.199;0;0.1;-12.478;1;77;120.031;0.264;2020
0.033;0.627;208505;0.69;0;0.0742;-5.396;0;78;122.053;0.627;2020
0.398;0.801;214013;0.745;1;0.153;-3.733;0;80;104.965;0.245;2020
0.157;0.82;189287;0.842;0;0.112;-3.853;1;76;107.952;0.653;2020
0.00795;0.809;191242;0.911;0;0.181;-4.41;0;77;122.035;0.64;2020
0.0205;0.749;197573;0.82;0;0.0775;-6.114;1;76;120.066;0.534;2020
